//type	cx	cy	sx	sy	z	dir	time	percent	count	vnum
//----------------------------------------------------------
//SKLL
m	625	594	0	0	0	1	1m	100	1	20300		//Maestro
m	628	594	0	0	0	1	1m	100	1	20301		//Maestro
m	631	594	0	0	0	1	1m	100	1	20302		//Maestro
m	634	594	0	0	0	1	1m	100	1	20303		//Maestro
m	646	594	0	0	0	1	1m	100	1	20304		//Maestro
m	649	594	0	0	0	1	1m	100	1	20305		//Maestro
m	652	594	0	0	0	1	1m	100	1	20306		//Maestro
m	655	594	0	0	0	1	1m	100	1	20307		//Maestro

m	788	509	0	0	0	3	1m	100	1	20300		//Maestro
m	788	507	0	0	0	3	1m	100	1	20301		//Maestro
m	788	504	0	0	0	3	1m	100	1	20302		//Maestro
m	788	502	0	0	0	3	1m	100	1	20303		//Maestro
m	788	496	0	0	0	3	1m	100	1	20304		//Maestro
m	788	494	0	0	0	3	1m	100	1	20305		//Maestro
m	788	491	0	0	0	3	1m	100	1	20306		//Maestro
m	788	489	0	0	0	3	1m	100	1	20307		//Maestro

m	788	554	0	0	0	3	1m	100	1	20300		//Maestro
m	788	556	0	0	0	3	1m	100	1	20301		//Maestro
m	788	559	0	0	0	3	1m	100	1	20302		//Maestro
m	788	561	0	0	0	3	1m	100	1	20303		//Maestro
m	788	567	0	0	0	3	1m	100	1	20304		//Maestro
m	788	569	0	0	0	3	1m	100	1	20305		//Maestro
m	788	572	0	0	0	3	1m	100	1	20306		//Maestro
m	788	574	0	0	0	3	1m	100	1	20307		//Maestro

//NPCS
m	536	518	0	0	0	2	1m	100	1	20355		//Capitan
m	882	442	0	0	0	1	1m	100	1	9006		//Anciano
m	851	437	0	0	0	1	1m	100	1	9005		//Almacen
m	612	697	0	0	0	7	1m	100	1	20016		//Herrero
m	864	550	0	0	0	5	1m	100	1	60003		//Teovadn
m	515	742	0	0	0	4	1m	100	1	20438		//Monjess
m	612	556	0	0	0	3	1m	100	1	20084		//Biologo
m	537	782	0	0	0	4	1m	100	1	9012		//Teleprt
m	753	450	0	0	0	1	1m	100	1	20349		//Establo
m	580	615	0	0	0	1	1m	100	1	20008		//Octavio
m	608	591	0	0	0	2	1m	100	1	20023		//MrrSoon
m	581	677	0	0	0	2	1m	100	1	20005		//MrYonah
m	573	686	0	0	0	2	1m	100	1	20429		//CZMonje
m	592	714	0	0	0	6	1m	100	1	20001		//Alchemt
m	669	568	0	0	0	3	1m	100	1	20018		//BaeksGo
m	646	604	0	0	0	8	1m	100	1	11003		//Batalla
m	866	514	0	0	0	7	1m	100	1	20002		//Aranyoo
m	569	690	0	0	0	2	1m	100	1	20003		//Ahhyuns
m	564	695	0	0	0	2	1m	100	1	20006		//Mirines
m	863	471	0	0	0	8	1m	100	1	11002		//Guardia
m	807	532	0	0	0	1	1m	100	1	20011		//Urielss
m	645	670	0	0	0	0	1m	100	1	20041		//Peatons
m	800	676	0	0	0	3	1m	100	1	40005		//DngnShp
m	716	685	0	0	0	3	1m	100	1	20506		//OkeyCrd
m	835	513	0	0	0	3	5s	100	1	40033		//Liliths
m	530	623	0	0	0	8	1m	100	1	20414		//CombatN


//HORS
g	738	435	1	1	0	0	1m	100	1	12007		//HorsesG
g	747	442	1	1	0	0	1m	100	1	12007		//HorsesG
g	751	431	1	1	0	0	1m	100	1	12007		//HorsesG
g	763	436	1	1	0	0	1m	100	1	12007		//HorsesG
g	746	434	1	1	0	0	1m	100	1	12007		//HorsesG
g	754	439	1	1	0	0	1m	100	1	12007		//HorsesG
g	762	438	1	1	0	0	1m	100	1	12007		//HorsesG
g	764	426	1	1	0	0	1m	100	1	12007		//HorsesG
g	736	441	1	1	0	0	1m	100	1	12007		//HorsesG


//FISH
m	679	543	0	0	0	6	1m	100	1	9009		//Pescadr

//SHOP
m	682	665	0	0	0	7	1m	100	1	9001		//Tiendas
m	681	613	0	0	0	8	1m	100	1	9002		//Tiendas
m	663	683	0	0	0	5	1m	100	1	9003		//Tiendas
m	724	659	0	0	0	1	1m	100	1	20504		//Tiengas

//DNGS
m	877	1403	0	0	0	5	1m	100	1	20626	//SlimeDg
m	894	1387	0	0	0	6	1m	100	1	40005	//SlimeSh


//TRGT
m	516	620	0	0	0	5	5s	100	1	60409		//TargetN
m	516	617	0	0	0	5	5s	100	1	60409		//TargetN
m	516	614	0	0	0	5	5s	100	1	60409		//TargetN
m	516	611	0	0	0	5	5s	100	1	60409		//TargetN
m	516	608	0	0	0	5	5s	100	1	60409		//TargetN
m	516	605	0	0	0	5	5s	100	1	60409		//TargetN

//WARP
m	299	108	0	0	0	0	5s	100	1	10003		//Teleprt


//EVNT
//m	638	638	0	0	0	5	1m	100	1	30129		//EasterE
