r	666	444	10	10	0	0	20s	100	1	101
r	679	428	10	10	0	0	20s	100	1	101
r	660	419	10	10	0	0	20s	100	1	101
r	683	406	10	10	0	0	20s	100	1	101
r	711	382	10	10	0	0	20s	100	1	101
r	707	363	10	10	0	0	20s	100	1	101
r	733	341	10	10	0	0	20s	100	1	101
r	701	334	10	10	0	0	20s	100	1	101
r	687	314	10	10	0	0	20s	100	1	101
r	680	301	10	10	0	0	20s	100	1	101
r	625	273	10	10	0	0	20s	100	1	101
r	626	245	10	10	0	0	20s	100	1	101
r	629	228	10	10	0	0	20s	100	1	101
r	584	235	10	10	0	0	20s	100	1	101
r	582	236	10	10	0	0	20s	100	1	101
r	589	248	10	10	0	0	20s	100	1	101
r	571	321	10	10	0	0	20s	100	1	101
r	567	311	10	10	0	0	20s	100	1	101
r	604	315	10	10	0	0	20s	100	1	101
r	611	362	10	10	0	0	20s	100	1	101
r	613	368	10	10	0	0	20s	100	1	101
r	553	357	10	10	0	0	20s	100	1	101
r	570	333	10	10	0	0	20s	100	1	101
r	591	325	10	10	0	0	20s	100	1	101
r	579	339	10	10	0	0	20s	100	1	101
r	567	361	10	10	0	0	20s	100	1	101
r	552	388	10	10	0	0	20s	100	1	101
r	539	401	10	10	0	0	20s	100	1	101
r	518	420	10	10	0	0	20s	100	1	101
r	540	442	10	10	0	0	20s	100	1	101
r	553	440	10	10	0	0	20s	100	1	101
r	553	439	10	10	0	0	20s	100	1	101
r	606	445	10	10	0	0	20s	100	1	101
r	622	444	10	10	0	0	20s	100	1	101
r	625	421	10	10	0	0	20s	100	1	101
r	630	400	10	10	0	0	20s	100	1	101
r	615	385	10	10	0	0	20s	100	1	101
r	506	433	10	10	0	0	20s	100	1	101
r	464	444	10	10	0	0	20s	100	1	101
r	442	443	10	10	0	0	20s	100	1	101
r	439	437	10	10	0	0	20s	100	1	101
r	523	339	10	10	0	0	20s	100	1	101
r	524	328	10	10	0	0	20s	100	1	101
r	534	302	10	10	0	0	20s	100	1	101
r	534	298	10	10	0	0	20s	100	1	101
r	554	198	10	10	0	0	20s	100	1	101
r	548	173	10	10	0	0	20s	100	1	101
r	587	171	10	10	0	0	20s	100	1	101
r	645	165	10	10	0	0	20s	100	1	101
r	696	161	10	10	0	0	20s	100	1	101
r	669	195	10	10	0	0	20s	100	1	101
r	647	213	10	10	0	0	20s	100	1	101
r	709	223	10	10	0	0	20s	100	1	101
r	728	220	10	10	0	0	20s	100	1	101
r	756	199	10	10	0	0	20s	100	1	101
r	778	190	10	10	0	0	20s	100	1	101
r	832	197	10	10	0	0	20s	100	1	101
r	818	213	10	10	0	0	20s	100	1	101
r	804	206	10	10	0	0	20s	100	1	101
r	806	211	10	10	0	0	20s	100	1	101
r	805	263	10	10	0	0	20s	100	1	101
r	784	282	10	10	0	0	20s	100	1	101
r	793	297	10	10	0	0	20s	100	1	101
r	804	314	10	10	0	0	20s	100	1	101
r	826	297	10	10	0	0	20s	100	1	101
r	855	275	10	10	0	0	20s	100	1	101
r	863	266	10	10	0	0	20s	100	1	101
r	873	251	10	10	0	0	20s	100	1	101
r	886	878	10	10	0	0	20s	100	1	101
r	875	881	10	10	0	0	20s	100	1	101
r	904	914	10	10	0	0	20s	100	1	101
r	929	948	10	10	0	0	20s	100	1	101
r	925	960	10	10	0	0	20s	100	1	101
