m	514	436	50	50	0	0	500s	100	1	8001
m	709	371	50	50	0	0	500s	100	1	8001
m	642	970	50	50	0	0	500s	100	1	8001
m	554	899	50	50	0	0	500s	100	1	8001
m	625	243	50	50	0	0	500s	100	1	8001
m	506	1071	50	50	0	0	500s	100	1	8002
m	537	324	50	50	0	0	500s	100	1	8002
m	631	167	50	50	0	0	500s	100	1	8002
m	409	603	50	50	0	0	500s	100	1	8002
m	356	911	50	50	0	0	500s	100	1	8003
m	611	1252	50	50	0	0	500s	100	1	8003
m	783	1213	50	50	0	0	500s	100	1	8003
m	283	573	50	50	0	0	500s	100	1	8003
m	387	909	50	50	0	0	500s	100	1	8004
m	896	1053	50	50	0	0	500s	100	1	8004
m	731	1220	50	50	0	0	500s	100	1	8004
m	306	1392	50	50	0	0	500s	100	1	8004
m	809	217	50	50	0	0	500s	100	1	8004
m	336	199	50	50	0	0	500s	100	1	8005
m	375	215	50	50	0	0	500s	100	1	8005
m	341	328	50	50	0	0	500s	100	1	8005


r	358	283	100	100	0	0	2000s	100	1	2001
r	338	219	100	100	0	0	2000s	100	1	2001
r	587	235	100	100	0	0	2000s	100	1	2001
r	818	197	100	100	0	0	2000s	100	1	2001
r	722	356	100	100	0	0	2000s	100	1	2001
r	398	556	100	100	0	0	2000s	100	1	2001
r	409	739	100	100	0	0	2000s	100	1	2001
r	543	917	100	100	0	0	2000s	100	1	2001
r	734	956	100	100	0	0	2000s	100	1	2001
r	545	1107	100	100	0	0	2000s	100	1	2001
r	563	1345	100	100	0	0	2000s	100	1	2001
r	818	1265	100	100	0	0	2000s	100	1	2001
r	304	1387	100	100	0	0	2000s	100	1	2001

