m	779	839	10	10	0	0	300s	100	1	8009
m	715	833	10	10	0	0	300s	100	1	8009
m	689	790	10	10	0	0	300s	100	1	8009
m	645	734	10	10	0	0	300s	100	1	8009
m	671	707	10	10	0	0	300s	100	1	8009
m	724	684	10	10	0	0	300s	100	1	8009
m	772	682	10	10	0	0	300s	100	1	8009
m	827	701	10	10	0	0	300s	100	1	8009
m	850	742	10	10	0	0	300s	100	1	8009
m	827	816	10	10	0	0	300s	100	1	8009
m	803	884	10	10	0	0	300s	100	1	8009
m	626	657	10	10	0	0	300s	100	1	8009
m	901	688	10	10	0	0	300s	100	1	8009
m	722	618	10	10	0	0	300s	100	1	8009

r	630	663	100	100	0	0	350	100	1	2002
r	691	805	100	100	0	0	350	100	1	2002
r	735	705	100	100	0	0	350	100	1	2002
r	819	808	100	100	0	0	350	100	1	2002
r	865	705	100	100	0	0	350	100	1	2002
r	1142	497	100	100	0	0	350	100	1	2002
r	994	414	100	100	0	0	350	100	1	20047
r	829	373	100	100	0	0	350	100	1	2002
r	575	370	100	100	0	0	350	100	1	2002
r	503	422	100	100	0	0	350	100	1	2002
r	431	450	100	100	0	0	350	100	1	2002
r	1102	475	100	100	0	0	350	100	1	2002
r	1072	245	100	100	0	0	350	100	1	2002
r	1364	504	100	100	0	0	350	100	1	2002
r	276	450	100	100	0	0	350	100	1	2002
r	953	1326	100	100	0	0	350	100	1	2002
r	1250	1360	100	100	0	0	350	100	1	2002
r	287	1380	100	100	0	0	350	100	1	2002
r	427	855	100	100	0	0	350	100	1	2002
r	405	791	100	100	0	0	350	100	1	2002
r	345	869	100	100	0	0	350	100	1	2002
r	1361	826	100	100	0	0	350	100	1	2002
r	1253	690	100	100	0	0	350	100	1	2002
r	1223	1335	100	100	0	0	350	100	1	2002
r	323	154	100	100	0	0	350	100	1	2002
r	319	196	100	100	0	0	350	100	1	2002
r	1380	300	100	100	0	0	350	100	1	2002
