m	507	514	100	100	0	0	350s	100	1	8008
m	382	880	100	100	0	0	350s	100	1	8008
m	662	984	100	100	0	0	350s	100	1	8008
m	607	686	100	100	0	0	350s	100	1	8008
m	515	353	100	100	0	0	350s	100	1	8008
m	414	205	100	100	0	0	350s	100	1	8008
m	350	494	100	100	0	0	350s	100	1	8008
m	1124	383	100	100	0	0	350s	100	1	8008
m	1081	265	100	100	0	0	350s	100	1	8008
m	1244	501	100	100	0	0	350s	100	1	8008
m	1332	540	100	100	0	0	350s	100	1	8008
m	1365	838	100	100	0	0	350s	100	1	8008
m	1271	900	100	100	0	0	350s	100	1	8008
m	1086	874	100	100	0	0	350s	100	1	8008
m	1039	1038	100	100	0	0	350s	100	1	8008
m	1343	1040	100	100	0	0	350s	100	1	8008
m	1206	1239	100	100	0	0	350s	100	1	8008
m	741	1322	100	100	0	0	350s	100	1	8008
m	654	1224	100	100	0	0	350s	100	1	8008
m	468	1362	100	100	0	0	350s	100	1	8008
m	797	1003	100	100	0	0	350s	100	1	8008
m	565	894	100	100	0	0	350s	100	1	8008
m	397	528	100	100	0	0	350s	100	1	8009
m	1161	354	100	100	0	0	350s	100	1	8009
m	825	326	100	100	0	0	350s	100	1	8009
m	645	201	100	100	0	0	350s	100	1	8009
m	580	347	100	100	0	0	350s	100	1	8009
m	929	1027	100	100	0	0	350s	100	1	8009
m	1363	1107	100	100	0	0	350s	100	1	8009
m	1208	1361	100	100	0	0	350s	100	1	8009
m	1132	1211	100	100	0	0	350s	100	1	8009
m	582	1313	100	100	0	0	350s	100	1	8009
m	279	1270	100	100	0	0	350s	100	1	8009
m	225	1120	100	100	0	0	350s	100	1	8009
m	558	941	100	100	0	0	350s	100	1	8010
m	330	913	100	100	0	0	350s	100	1	8010
m	212	783	100	100	0	0	350s	100	1	8010
m	253	654	100	100	0	0	350s	100	1	8010
m	300	458	100	100	0	0	350s	100	1	8010
m	1030	284	100	100	0	0	350s	100	1	8010
m	1322	502	100	100	0	0	350s	100	1	8010
m	1194	886	100	100	0	0	350s	100	1	8010
m	1083	969	100	100	0	0	350s	100	1	8010
m	1157	1312	100	100	0	0	350s	100	1	8010
m	594	1321	100	100	0	0	350s	100	1	8010
m	721	1184	100	100	0	0	350s	100	1	8010
m	720	1016	100	100	0	0	350s	100	1	8010
m	899	683	100	100	0	0	350s	100	1	8010
m	842	629	100	100	0	0	350s	100	1	8010
m	876	617	100	100	0	0	350s	100	1	8010
m	845	686	100	100	0	0	350s	100	1	8010


r	1183	211	100	100	0	0	3575s	100	1	2006
r	1250	219	100	100	0	0	3580s	100	1	2006
r	657	229	100	100	0	0	3585s	100	1	2006
r	868	253	100	100	0	0	3590s	100	1	2006
r	1215	529	100	100	0	0	3595s	100	1	2006
r	601	549	100	100	0	0	3600s	100	1	2006
r	1333	562	100	100	0	0	3605s	100	1	2006
r	1191	625	100	100	0	0	3610s	100	1	2006
r	431	674	100	100	0	0	3615s	100	1	2006
r	414	745	100	100	0	0	3620s	100	1	2006
r	1086	952	100	100	0	0	3625s	100	1	2006
r	1266	1050	100	100	0	0	3630s	100	1	2006
r	736	1197	100	100	0	0	3635s	100	1	2006
r	560	1207	100	100	0	0	3640s	100	1	2006
r	1233	1217	100	100	0	0	3645s	100	1	2006
r	1348	1249	100	100	0	0	3650s	100	1	2006
r	286	1358	100	100	0	0	3655s	100	1	2006
