#vnum	name	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	m1	m2	m3	m4	m5	m6	m7	m8	m9	m10	g1	g2	g3	g4	g5	g6	g7	g8	g9	g10	p
0	ymir	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
1	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
2	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
3	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
4	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
5	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
6	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
7	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
16	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
17	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
18	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
19	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
20	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
21	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
22	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
31	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
32	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
33	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
34	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
35	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
36	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
37	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
46	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
47	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
48	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
49	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
50	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
51	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
52	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
61	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
62	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
63	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
64	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
65	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
66	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
67	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
76	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
77	Skill	5	7	9	11	13	15	17	19	20	22	24	26	28	30	32	34	36	38	40	50	52	55	58	61	63	66	69	72	75	80	82	84	87	90	95	100	110	120	130	150
